"","seeing","sex","area_council","urban_rural","age","population"
"8868","No, no difficulty","Male","south tanna",2,43,2
"8869","No, no difficulty","Male","south tanna",2,44,1
"8870","No, no difficulty","Male","south tanna",2,45,2
"8871","Yes, some difficulty","Male","south tanna",2,46,12
"8872","No, no difficulty","Male","south tanna",2,47,6
"8873","No, no difficulty","Male","south tanna",2,48,7
"8874","No, no difficulty","Male","south tanna",2,49,2
"8875","No, no difficulty","Male","south tanna",2,50,5
"8876","No, no difficulty","Male","south tanna",2,52,7
"8877","No, no difficulty","Male","south tanna",2,53,3
"8878","No, no difficulty","Male","south tanna",2,54,5
"8879","Yes, some difficulty","Male","south tanna",2,55,5
"8880","No, no difficulty","Male","south tanna",2,56,2
"8881","Yes, some difficulty","Male","south tanna",2,57,2
"8882","No, no difficulty","Male","south tanna",2,58,3
"8883","Yes, some difficulty","Male","south tanna",2,59,2
"8884","No, no difficulty","Male","south tanna",2,60,9
"8885","No, no difficulty","Male","south tanna",2,61,5
"8886","Yes, some difficulty","Male","south tanna",2,62,3
"8887","Yes, some difficulty","Male","south tanna",2,63,1
"8888","Yes, some difficulty","Male","south tanna",2,64,2
"8889","Yes, some difficulty","Male","south tanna",2,65,6
"8890","No, no difficulty","Male","south tanna",2,66,5
"8891","Yes, some difficulty","Male","south tanna",2,67,4
"8892","No, no difficulty","Male","south tanna",2,68,3
"8893","No, no difficulty","Male","south tanna",2,69,3
"8894","Yes, some difficulty","Male","south tanna",2,70,2
"8895","No, no difficulty","Male","south tanna",2,72,3
"8896","No, no difficulty","Male","south tanna",2,73,3
"8897","Yes, some difficulty","Male","south tanna",2,74,2
"8898","No, no difficulty","Male","south tanna",2,77,1
"8899","Yes, some difficulty","Male","south tanna",2,78,1
"8900","Yes, some difficulty","Male","south tanna",2,79,2
"8901","No, no difficulty","Male","south tanna",2,81,1
"8902","No, no difficulty","Male","south tanna",2,85,1
"8903","Yes, some difficulty","Male","south tanna",2,89,1
"8904","Yes, lots of difficulty","Male","south tanna",2,102,1
"8905","Yes, some difficulty","Male","south tanna",2,104,1
"8906",NA,"Female","south west malekula",2,0,37
"8907",NA,"Female","south west malekula",2,1,37
"8908",NA,"Female","south west malekula",2,2,49
"8909",NA,"Female","south west malekula",2,3,56
"8910",NA,"Female","south west malekula",2,4,39
"8911","No, no difficulty","Female","south west malekula",2,5,43
"8912","No, no difficulty","Female","south west malekula",2,6,45
"8913","No, no difficulty","Female","south west malekula",2,7,47
"8914","No, no difficulty","Female","south west malekula",2,8,40
"8915","No, no difficulty","Female","south west malekula",2,9,46
"8916","No, no difficulty","Female","south west malekula",2,10,46
"8917","No, no difficulty","Female","south west malekula",2,11,41
"8918","No, no difficulty","Female","south west malekula",2,12,32
"8919","No, no difficulty","Female","south west malekula",2,13,33
"8920","No, no difficulty","Female","south west malekula",2,14,32
"8921","No, no difficulty","Female","south west malekula",2,15,25
"8922","No, no difficulty","Female","south west malekula",2,16,41
"8923","No, no difficulty","Female","south west malekula",2,17,11
"8924","No, no difficulty","Female","south west malekula",2,18,11
"8925","No, no difficulty","Female","south west malekula",2,19,19
"8926","No, no difficulty","Female","south west malekula",2,20,24
"8927","No, no difficulty","Female","south west malekula",2,21,23
"8928","No, no difficulty","Female","south west malekula",2,22,29
"8929","No, no difficulty","Female","south west malekula",2,23,24
"8930","No, no difficulty","Female","south west malekula",2,24,26
"8931","No, no difficulty","Female","south west malekula",2,25,20
"8932","No, no difficulty","Female","south west malekula",2,26,22
"8933","No, no difficulty","Female","south west malekula",2,27,35
"8934","No, no difficulty","Female","south west malekula",2,28,27
"8935","No, no difficulty","Female","south west malekula",2,29,26
"8936","No, no difficulty","Female","south west malekula",2,30,33
"8937","No, no difficulty","Female","south west malekula",2,31,30
"8938","Yes, some difficulty","Female","south west malekula",2,32,26
"8939","No, no difficulty","Female","south west malekula",2,33,17
"8940","No, no difficulty","Female","south west malekula",2,34,25
"8941","No, no difficulty","Female","south west malekula",2,35,29
"8942","No, no difficulty","Female","south west malekula",2,36,24
"8943","No, no difficulty","Female","south west malekula",2,37,26
"8944","No, no difficulty","Female","south west malekula",2,38,16
"8945","No, no difficulty","Female","south west malekula",2,39,19
"8946","No, no difficulty","Female","south west malekula",2,40,21
"8947","No, no difficulty","Female","south west malekula",2,41,32
"8948","No, no difficulty","Female","south west malekula",2,42,22
"8949","No, no difficulty","Female","south west malekula",2,43,16
"8950","No, no difficulty","Female","south west malekula",2,44,19
"8951","No, no difficulty","Female","south west malekula",2,45,22
"8952","No, no difficulty","Female","south west malekula",2,46,17
"8953","No, no difficulty","Female","south west malekula",2,47,13
"8954","Yes, some difficulty","Female","south west malekula",2,48,28
"8955","No, no difficulty","Female","south west malekula",2,49,12
"8956","Yes, some difficulty","Female","south west malekula",2,50,23
"8957","Yes, some difficulty","Female","south west malekula",2,51,17
"8958","No, no difficulty","Female","south west malekula",2,52,5
"8959","No, no difficulty","Female","south west malekula",2,53,16
"8960","Yes, some difficulty","Female","south west malekula",2,54,15
"8961","No, no difficulty","Female","south west malekula",2,55,12
"8962","No, no difficulty","Female","south west malekula",2,56,13
"8963","No, no difficulty","Female","south west malekula",2,57,11
"8964","Yes, some difficulty","Female","south west malekula",2,58,11
"8965","Yes, some difficulty","Female","south west malekula",2,59,10
"8966","Yes, lots of difficulty","Female","south west malekula",2,60,12
"8967","Yes, some difficulty","Female","south west malekula",2,61,12
"8968","Yes, some difficulty","Female","south west malekula",2,62,9
"8969","Yes, some difficulty","Female","south west malekula",2,63,11
"8970","No, no difficulty","Female","south west malekula",2,64,9
"8971","Yes, some difficulty","Female","south west malekula",2,65,5
"8972","Yes, some difficulty","Female","south west malekula",2,66,9
"8973","No, no difficulty","Female","south west malekula",2,67,9
"8974","Yes, some difficulty","Female","south west malekula",2,68,11
"8975","Yes, some difficulty","Female","south west malekula",2,69,5
"8976","Yes, some difficulty","Female","south west malekula",2,70,8
"8977","No, no difficulty","Female","south west malekula",2,71,2
"8978","No, no difficulty","Female","south west malekula",2,72,5
"8979","No, no difficulty","Female","south west malekula",2,73,7
"8980","Yes, some difficulty","Female","south west malekula",2,74,3
"8981","Yes, lots of difficulty","Female","south west malekula",2,75,3
"8982","No, no difficulty","Female","south west malekula",2,76,2
"8983","No, no difficulty","Female","south west malekula",2,77,3
"8984","No, no difficulty","Female","south west malekula",2,78,2
"8985","Yes, some difficulty","Female","south west malekula",2,79,2
"8986","No, no difficulty","Female","south west malekula",2,80,1
"8987","No, no difficulty","Female","south west malekula",2,81,3
"8988","No, no difficulty","Female","south west malekula",2,82,2
"8989","No, no difficulty","Female","south west malekula",2,84,1
"8990","Yes, some difficulty","Female","south west malekula",2,85,1
"8991","Yes, some difficulty","Female","south west malekula",2,90,5
"8992","No, no difficulty","Female","south west malekula",2,92,3
"8993","Yes, some difficulty","Female","south west malekula",2,100,1
"8994","No, no difficulty","Female","south west malekula",2,107,2
"8995",NA,"Male","south west malekula",2,0,41
"8996",NA,"Male","south west malekula",2,1,46
"8997",NA,"Male","south west malekula",2,2,42
"8998",NA,"Male","south west malekula",2,3,40
"8999",NA,"Male","south west malekula",2,4,47
"9000","No, no difficulty","Male","south west malekula",2,5,50
"9001","No, no difficulty","Male","south west malekula",2,6,42
"9002","No, no difficulty","Male","south west malekula",2,7,31
"9003","No, no difficulty","Male","south west malekula",2,8,45
"9004","No, no difficulty","Male","south west malekula",2,9,33
"9005","No, no difficulty","Male","south west malekula",2,10,51
"9006","No, no difficulty","Male","south west malekula",2,11,38
"9007","No, no difficulty","Male","south west malekula",2,12,35
"9008","No, no difficulty","Male","south west malekula",2,13,56
"9009","No, no difficulty","Male","south west malekula",2,14,33
"9010","No, no difficulty","Male","south west malekula",2,15,24
"9011","No, no difficulty","Male","south west malekula",2,16,40
"9012","No, no difficulty","Male","south west malekula",2,17,24
"9013","No, no difficulty","Male","south west malekula",2,18,15
"9014","No, no difficulty","Male","south west malekula",2,19,24
"9015","No, no difficulty","Male","south west malekula",2,20,31
"9016","No, no difficulty","Male","south west malekula",2,21,28
"9017","No, no difficulty","Male","south west malekula",2,22,22
"9018","No, no difficulty","Male","south west malekula",2,23,31
"9019","No, no difficulty","Male","south west malekula",2,24,25
"9020","No, no difficulty","Male","south west malekula",2,25,28
"9021","No, no difficulty","Male","south west malekula",2,26,24
"9022","No, no difficulty","Male","south west malekula",2,27,20
"9023","No, no difficulty","Male","south west malekula",2,28,22
"9024","No, no difficulty","Male","south west malekula",2,29,24
"9025","No, no difficulty","Male","south west malekula",2,30,20
"9026","No, no difficulty","Male","south west malekula",2,31,21
"9027","Yes, some difficulty","Male","south west malekula",2,32,26
"9028","No, no difficulty","Male","south west malekula",2,33,34
"9029","No, no difficulty","Male","south west malekula",2,34,14
"9030","No, no difficulty","Male","south west malekula",2,35,32
"9031","No, no difficulty","Male","south west malekula",2,36,28
"9032","No, no difficulty","Male","south west malekula",2,37,21
"9033","No, no difficulty","Male","south west malekula",2,38,15
"9034","No, no difficulty","Male","south west malekula",2,39,17
"9035","No, no difficulty","Male","south west malekula",2,40,21
"9036","No, no difficulty","Male","south west malekula",2,41,21
"9037","No, no difficulty","Male","south west malekula",2,42,16
"9038","No, no difficulty","Male","south west malekula",2,43,23
"9039","No, no difficulty","Male","south west malekula",2,44,16
"9040","No, no difficulty","Male","south west malekula",2,45,18
"9041","No, no difficulty","Male","south west malekula",2,46,11
"9042","No, no difficulty","Male","south west malekula",2,47,19
"9043","No, no difficulty","Male","south west malekula",2,48,26
"9044","No, no difficulty","Male","south west malekula",2,49,8
"9045","No, no difficulty","Male","south west malekula",2,50,22
"9046","No, no difficulty","Male","south west malekula",2,51,16
"9047","No, no difficulty","Male","south west malekula",2,52,13
"9048","No, no difficulty","Male","south west malekula",2,53,8
"9049","No, no difficulty","Male","south west malekula",2,54,12
"9050","No, no difficulty","Male","south west malekula",2,55,10
"9051","No, no difficulty","Male","south west malekula",2,56,14
"9052","No, no difficulty","Male","south west malekula",2,57,5
"9053","No, no difficulty","Male","south west malekula",2,58,9
"9054","Yes, some difficulty","Male","south west malekula",2,59,20
"9055","No, no difficulty","Male","south west malekula",2,60,14
"9056","No, no difficulty","Male","south west malekula",2,61,6
"9057","No, no difficulty","Male","south west malekula",2,62,14
"9058","Yes, some difficulty","Male","south west malekula",2,63,6
"9059","No, no difficulty","Male","south west malekula",2,64,5
"9060","No, no difficulty","Male","south west malekula",2,65,11
"9061","Yes, some difficulty","Male","south west malekula",2,66,11
"9062","Yes, some difficulty","Male","south west malekula",2,67,13
"9063","No, no difficulty","Male","south west malekula",2,68,6
"9064","Yes, lots of difficulty","Male","south west malekula",2,69,8
"9065","Yes, some difficulty","Male","south west malekula",2,70,6
"9066","Yes, some difficulty","Male","south west malekula",2,71,5
"9067","No, no difficulty","Male","south west malekula",2,72,7
"9068","Yes, some difficulty","Male","south west malekula",2,73,4
"9069","No, no difficulty","Male","south west malekula",2,74,2
"9070","Yes, lots of difficulty","Male","south west malekula",2,75,3
"9071","Yes, some difficulty","Male","south west malekula",2,76,2
"9072","No, no difficulty","Male","south west malekula",2,77,2
"9073","Yes, some difficulty","Male","south west malekula",2,78,6
"9074","Yes, some difficulty","Male","south west malekula",2,79,1
"9075","Yes, some difficulty","Male","south west malekula",2,80,4
"9076","No, no difficulty","Male","south west malekula",2,82,1
"9077","No, no difficulty","Male","south west malekula",2,83,3
"9078","No, no difficulty","Male","south west malekula",2,85,1
"9079","No, no difficulty","Male","south west malekula",2,86,1
"9080","Yes, lots of difficulty","Male","south west malekula",2,87,2
"9081","Yes, some difficulty","Male","south west malekula",2,88,1
"9082","No, no difficulty","Male","south west malekula",2,89,2
"9083","Yes, some difficulty","Male","south west malekula",2,90,1
"9084","Yes, some difficulty","Male","south west malekula",2,91,1
"9085","Yes, some difficulty","Male","south west malekula",2,92,1
"9086","Yes, lots of difficulty","Male","south west malekula",2,93,1
"9087","Yes, some difficulty","Male","south west malekula",2,98,1
"9088","No, no difficulty","Male","south west malekula",2,104,1
"9089","No, no difficulty","Male","south west malekula",2,107,2
"9090",NA,"Female","south west tanna",2,0,107
"9091",NA,"Female","south west tanna",2,1,113
"9092",NA,"Female","south west tanna",2,2,101
"9093",NA,"Female","south west tanna",2,3,118
"9094",NA,"Female","south west tanna",2,4,96
