"","remembering","sex","area_council","urban_rural","age_5yr_grp_80","population"
"1971","No, no difficulty","Female","varisu",2,"50-54",42
"1972","No, no difficulty","Female","varisu",2,"55-60",39
"1973","Yes, some difficulty","Female","varisu",2,"60-64",27
"1974","No, no difficulty","Female","varisu",2,"65-69",18
"1975","Yes, some difficulty","Female","varisu",2,"70-74",17
"1976","No, no difficulty","Female","varisu",2,"75-79",10
"1977","No, no difficulty","Female","varisu",2,"80+",9
"1978",NA,"Male","varisu",2," 0-4",162
"1979","No, no difficulty","Male","varisu",2," 5-9",173
"1980","No, no difficulty","Male","varisu",2,"10-14",93
"1981","No, no difficulty","Male","varisu",2,"15-19",59
"1982","No, no difficulty","Male","varisu",2,"20-24",94
"1983","No, no difficulty","Male","varisu",2,"25-29",93
"1984","No, no difficulty","Male","varisu",2,"30-34",62
"1985","No, no difficulty","Male","varisu",2,"35-39",43
"1986","No, no difficulty","Male","varisu",2,"40-44",53
"1987","No, no difficulty","Male","varisu",2,"45-49",54
"1988","No, no difficulty","Male","varisu",2,"50-54",48
"1989","No, no difficulty","Male","varisu",2,"55-60",23
"1990","No, no difficulty","Male","varisu",2,"60-64",33
"1991","No, no difficulty","Male","varisu",2,"65-69",15
"1992","Yes, some difficulty","Male","varisu",2,"70-74",13
"1993","Yes, lots of difficulty","Male","varisu",2,"75-79",4
"1994","Yes, some difficulty","Male","varisu",2,"80+",15
"1995",NA,NA,"vermali",2,NA,NA
"1996",NA,"Female","vermali",2," 0-4",138
"1997","No, no difficulty","Female","vermali",2," 5-9",196
"1998","No, no difficulty","Female","vermali",2,"10-14",149
"1999","No, no difficulty","Female","vermali",2,"15-19",129
"2000","No, no difficulty","Female","vermali",2,"20-24",85
"2001","No, no difficulty","Female","vermali",2,"25-29",113
"2002","No, no difficulty","Female","vermali",2,"30-34",86
"2003","No, no difficulty","Female","vermali",2,"35-39",54
"2004","No, no difficulty","Female","vermali",2,"40-44",54
"2005","Yes, some difficulty","Female","vermali",2,"45-49",43
"2006","No, no difficulty","Female","vermali",2,"50-54",61
"2007","No, no difficulty","Female","vermali",2,"55-60",43
"2008","No, no difficulty","Female","vermali",2,"60-64",32
"2009","Yes, some difficulty","Female","vermali",2,"65-69",28
"2010","Yes, some difficulty","Female","vermali",2,"70-74",12
"2011","Yes, lots of difficulty","Female","vermali",2,"75-79",12
"2012","Yes, lots of difficulty","Female","vermali",2,"80+",15
"2013",NA,"Male","vermali",2," 0-4",156
"2014","No, no difficulty","Male","vermali",2," 5-9",156
"2015","No, no difficulty","Male","vermali",2,"10-14",109
"2016","No, no difficulty","Male","vermali",2,"15-19",139
"2017","No, no difficulty","Male","vermali",2,"20-24",88
"2018","No, no difficulty","Male","vermali",2,"25-29",88
"2019","No, no difficulty","Male","vermali",2,"30-34",87
"2020","No, no difficulty","Male","vermali",2,"35-39",62
"2021","No, no difficulty","Male","vermali",2,"40-44",43
"2022","No, no difficulty","Male","vermali",2,"45-49",51
"2023","No, no difficulty","Male","vermali",2,"50-54",42
"2024","No, no difficulty","Male","vermali",2,"55-60",39
"2025","No, no difficulty","Male","vermali",2,"60-64",30
"2026","No, no difficulty","Male","vermali",2,"65-69",25
"2027","No, no difficulty","Male","vermali",2,"70-74",9
"2028","No, no difficulty","Male","vermali",2,"75-79",9
"2029","Yes, some difficulty","Male","vermali",2,"80+",10
"2030",NA,"Female","vermaul",2," 0-4",140
"2031","No, no difficulty","Female","vermaul",2," 5-9",129
"2032","No, no difficulty","Female","vermaul",2,"10-14",87
"2033","No, no difficulty","Female","vermaul",2,"15-19",55
"2034","No, no difficulty","Female","vermaul",2,"20-24",71
"2035","No, no difficulty","Female","vermaul",2,"25-29",85
"2036","No, no difficulty","Female","vermaul",2,"30-34",45
"2037","No, no difficulty","Female","vermaul",2,"35-39",39
"2038","No, no difficulty","Female","vermaul",2,"40-44",40
"2039","No, no difficulty","Female","vermaul",2,"45-49",38
"2040","No, no difficulty","Female","vermaul",2,"50-54",30
"2041","No, no difficulty","Female","vermaul",2,"55-60",22
"2042","No, no difficulty","Female","vermaul",2,"60-64",25
"2043","No, no difficulty","Female","vermaul",2,"65-69",10
"2044","No, no difficulty","Female","vermaul",2,"70-74",10
"2045","No, no difficulty","Female","vermaul",2,"75-79",2
"2046","No, no difficulty","Female","vermaul",2,"80+",7
"2047",NA,"Male","vermaul",2," 0-4",106
"2048","No, no difficulty","Male","vermaul",2," 5-9",152
"2049","No, no difficulty","Male","vermaul",2,"10-14",101
"2050","No, no difficulty","Male","vermaul",2,"15-19",56
"2051","No, no difficulty","Male","vermaul",2,"20-24",65
"2052","No, no difficulty","Male","vermaul",2,"25-29",63
"2053","No, no difficulty","Male","vermaul",2,"30-34",59
"2054","No, no difficulty","Male","vermaul",2,"35-39",41
"2055","No, no difficulty","Male","vermaul",2,"40-44",52
"2056","No, no difficulty","Male","vermaul",2,"45-49",41
"2057","No, no difficulty","Male","vermaul",2,"50-54",27
"2058","No, no difficulty","Male","vermaul",2,"55-60",22
"2059","No, no difficulty","Male","vermaul",2,"60-64",20
"2060","No, no difficulty","Male","vermaul",2,"65-69",7
"2061","No, no difficulty","Male","vermaul",2,"70-74",8
"2062","No, no difficulty","Male","vermaul",2,"75-79",2
"2063","No, no difficulty","Male","vermaul",2,"80+",3
"2064",NA,"Female","west ambae",2," 0-4",120
"2065","No, no difficulty","Female","west ambae",2," 5-9",158
"2066","No, no difficulty","Female","west ambae",2,"10-14",153
"2067","No, no difficulty","Female","west ambae",2,"15-19",129
"2068","No, no difficulty","Female","west ambae",2,"20-24",73
"2069","No, no difficulty","Female","west ambae",2,"25-29",74
"2070","No, no difficulty","Female","west ambae",2,"30-34",60
"2071","No, no difficulty","Female","west ambae",2,"35-39",68
"2072","Yes, some difficulty","Female","west ambae",2,"40-44",47
"2073","Yes, some difficulty","Female","west ambae",2,"45-49",46
"2074","No, no difficulty","Female","west ambae",2,"50-54",60
"2075","No, no difficulty","Female","west ambae",2,"55-60",44
"2076","No, no difficulty","Female","west ambae",2,"60-64",36
"2077","Yes, some difficulty","Female","west ambae",2,"65-69",33
"2078","Yes, some difficulty","Female","west ambae",2,"70-74",28
"2079","Cannot do at all","Female","west ambae",2,"75-79",13
"2080","Yes, some difficulty","Female","west ambae",2,"80+",26
"2081",NA,"Male","west ambae",2," 0-4",147
"2082","No, no difficulty","Male","west ambae",2," 5-9",183
"2083","No, no difficulty","Male","west ambae",2,"10-14",160
"2084","No, no difficulty","Male","west ambae",2,"15-19",150
"2085","No, no difficulty","Male","west ambae",2,"20-24",88
"2086","No, no difficulty","Male","west ambae",2,"25-29",88
"2087","No, no difficulty","Male","west ambae",2,"30-34",59
"2088","No, no difficulty","Male","west ambae",2,"35-39",61
"2089","No, no difficulty","Male","west ambae",2,"40-44",64
"2090","No, no difficulty","Male","west ambae",2,"45-49",51
"2091","No, no difficulty","Male","west ambae",2,"50-54",57
"2092","No, no difficulty","Male","west ambae",2,"55-60",57
"2093","No, no difficulty","Male","west ambae",2,"60-64",45
"2094","No, no difficulty","Male","west ambae",2,"65-69",33
"2095","No, no difficulty","Male","west ambae",2,"70-74",17
"2096","Yes, some difficulty","Male","west ambae",2,"75-79",16
"2097","No, no difficulty","Male","west ambae",2,"80+",21
"2098",NA,NA,"west ambrym",2,NA,NA
"2099",NA,"Female","west ambrym",2," 0-4",181
"2100","No, no difficulty","Female","west ambrym",2," 5-9",191
"2101","No, no difficulty","Female","west ambrym",2,"10-14",173
"2102","No, no difficulty","Female","west ambrym",2,"15-19",166
"2103","No, no difficulty","Female","west ambrym",2,"20-24",93
"2104","No, no difficulty","Female","west ambrym",2,"25-29",97
"2105","No, no difficulty","Female","west ambrym",2,"30-34",95
"2106","No, no difficulty","Female","west ambrym",2,"35-39",76
"2107","No, no difficulty","Female","west ambrym",2,"40-44",64
"2108","No, no difficulty","Female","west ambrym",2,"45-49",78
"2109","No, no difficulty","Female","west ambrym",2,"50-54",53
"2110","No, no difficulty","Female","west ambrym",2,"55-60",55
"2111","No, no difficulty","Female","west ambrym",2,"60-64",37
"2112","No, no difficulty","Female","west ambrym",2,"65-69",36
"2113","No, no difficulty","Female","west ambrym",2,"70-74",20
"2114","Yes, some difficulty","Female","west ambrym",2,"75-79",19
"2115","No, no difficulty","Female","west ambrym",2,"80+",14
"2116",NA,"Male","west ambrym",2," 0-4",174
"2117","No, no difficulty","Male","west ambrym",2," 5-9",187
"2118","No, no difficulty","Male","west ambrym",2,"10-14",180
"2119","No, no difficulty","Male","west ambrym",2,"15-19",172
"2120","No, no difficulty","Male","west ambrym",2,"20-24",124
"2121","No, no difficulty","Male","west ambrym",2,"25-29",94
"2122","No, no difficulty","Male","west ambrym",2,"30-34",92
"2123","No, no difficulty","Male","west ambrym",2,"35-39",69
"2124","No, no difficulty","Male","west ambrym",2,"40-44",69
"2125","No, no difficulty","Male","west ambrym",2,"45-49",67
"2126","No, no difficulty","Male","west ambrym",2,"50-54",56
"2127","No, no difficulty","Male","west ambrym",2,"55-60",53
"2128","No, no difficulty","Male","west ambrym",2,"60-64",44
"2129","No, no difficulty","Male","west ambrym",2,"65-69",35
"2130","No, no difficulty","Male","west ambrym",2,"70-74",16
"2131","No, no difficulty","Male","west ambrym",2,"75-79",18
"2132","No, no difficulty","Male","west ambrym",2,"80+",17
"2133",NA,NA,"west malo",2,NA,NA
"2134",NA,"Female","west malo",2," 0-4",201
"2135","No, no difficulty","Female","west malo",2," 5-9",182
"2136","No, no difficulty","Female","west malo",2,"10-14",136
"2137","No, no difficulty","Female","west malo",2,"15-19",95
"2138","No, no difficulty","Female","west malo",2,"20-24",106
"2139","No, no difficulty","Female","west malo",2,"25-29",119
"2140","No, no difficulty","Female","west malo",2,"30-34",87
"2141","No, no difficulty","Female","west malo",2,"35-39",63
"2142","No, no difficulty","Female","west malo",2,"40-44",62
"2143","No, no difficulty","Female","west malo",2,"45-49",50
"2144","No, no difficulty","Female","west malo",2,"50-54",51
"2145","No, no difficulty","Female","west malo",2,"55-60",50
"2146","No, no difficulty","Female","west malo",2,"60-64",46
"2147","No, no difficulty","Female","west malo",2,"65-69",27
"2148","Yes, some difficulty","Female","west malo",2,"70-74",19
"2149","No, no difficulty","Female","west malo",2,"75-79",9
"2150","No, no difficulty","Female","west malo",2,"80+",16
"2151",NA,"Male","west malo",2," 0-4",213
"2152","No, no difficulty","Male","west malo",2," 5-9",209
"2153","No, no difficulty","Male","west malo",2,"10-14",158
"2154","No, no difficulty","Male","west malo",2,"15-19",90
"2155","No, no difficulty","Male","west malo",2,"20-24",90
"2156","No, no difficulty","Male","west malo",2,"25-29",113
"2157","No, no difficulty","Male","west malo",2,"30-34",87
"2158","No, no difficulty","Male","west malo",2,"35-39",72
"2159","No, no difficulty","Male","west malo",2,"40-44",70
"2160","No, no difficulty","Male","west malo",2,"45-49",48
"2161","No, no difficulty","Male","west malo",2,"50-54",62
"2162","No, no difficulty","Male","west malo",2,"55-60",54
"2163","No, no difficulty","Male","west malo",2,"60-64",45
"2164","No, no difficulty","Male","west malo",2,"65-69",41
"2165","No, no difficulty","Male","west malo",2,"70-74",13
"2166","No, no difficulty","Male","west malo",2,"75-79",12
"2167","Yes, lots of difficulty","Male","west malo",2,"80+",12
"2168",NA,"Female","west santo",2," 0-4",242
"2169","No, no difficulty","Female","west santo",2," 5-9",265
"2170","No, no difficulty","Female","west santo",2,"10-14",195
"2171","No, no difficulty","Female","west santo",2,"15-19",123
"2172","No, no difficulty","Female","west santo",2,"20-24",151
"2173","No, no difficulty","Female","west santo",2,"25-29",131
"2174","No, no difficulty","Female","west santo",2,"30-34",120
"2175","No, no difficulty","Female","west santo",2,"35-39",89
"2176","No, no difficulty","Female","west santo",2,"40-44",79
"2177","No, no difficulty","Female","west santo",2,"45-49",49
"2178","No, no difficulty","Female","west santo",2,"50-54",45
"2179","No, no difficulty","Female","west santo",2,"55-60",21
"2180","No, no difficulty","Female","west santo",2,"60-64",27
"2181","No, no difficulty","Female","west santo",2,"65-69",18
"2182","No, no difficulty","Female","west santo",2,"70-74",13
"2183","Yes, some difficulty","Female","west santo",2,"75-79",10
"2184","Yes, some difficulty","Female","west santo",2,"80+",18
"2185",NA,"Male","west santo",2," 0-4",250
"2186","No, no difficulty","Male","west santo",2," 5-9",252
"2187","No, no difficulty","Male","west santo",2,"10-14",217
"2188","No, no difficulty","Male","west santo",2,"15-19",133
"2189","Yes, lots of difficulty","Male","west santo",2,"20-24",134
"2190","No, no difficulty","Male","west santo",2,"25-29",117
"2191","No, no difficulty","Male","west santo",2,"30-34",102
"2192","No, no difficulty","Male","west santo",2,"35-39",100
"2193","No, no difficulty","Male","west santo",2,"40-44",95
"2194",NA,"Male","west santo",2,"45-49",56
"2195","No, no difficulty","Male","west santo",2,"50-54",44
"2196","No, no difficulty","Male","west santo",2,"55-60",24
"2197","No, no difficulty","Male","west santo",2,"60-64",25
"2198","No, no difficulty","Male","west santo",2,"65-69",17
"2199","No, no difficulty","Male","west santo",2,"70-74",26
"2200","No, no difficulty","Male","west santo",2,"75-79",20
"2201","Yes, some difficulty","Male","west santo",2,"80+",22
"2202",NA,NA,"west tanna",2,NA,NA
"2203",NA,"Female","west tanna",2," 0-4",954
"2204","No, no difficulty","Female","west tanna",2," 5-9",859
"2205","No, no difficulty","Female","west tanna",2,"10-14",747
"2206","No, no difficulty","Female","west tanna",2,"15-19",726
"2207","No, no difficulty","Female","west tanna",2,"20-24",596
"2208","No, no difficulty","Female","west tanna",2,"25-29",487
"2209","No, no difficulty","Female","west tanna",2,"30-34",439
"2210","No, no difficulty","Female","west tanna",2,"35-39",308
"2211","No, no difficulty","Female","west tanna",2,"40-44",309
"2212","No, no difficulty","Female","west tanna",2,"45-49",234
"2213","No, no difficulty","Female","west tanna",2,"50-54",191
"2214","No, no difficulty","Female","west tanna",2,"55-60",187
"2215","No, no difficulty","Female","west tanna",2,"60-64",121
"2216","No, no difficulty","Female","west tanna",2,"65-69",104
"2217","No, no difficulty","Female","west tanna",2,"70-74",83
"2218","Yes, some difficulty","Female","west tanna",2,"75-79",35
"2219","No, no difficulty","Female","west tanna",2,"80+",59
"2220",NA,"Male","west tanna",2," 0-4",1039
"2221","No, no difficulty","Male","west tanna",2," 5-9",959
"2222","No, no difficulty","Male","west tanna",2,"10-14",858
"2223","No, no difficulty","Male","west tanna",2,"15-19",725
"2224","No, no difficulty","Male","west tanna",2,"20-24",543
"2225","No, no difficulty","Male","west tanna",2,"25-29",408
"2226","No, no difficulty","Male","west tanna",2,"30-34",395
"2227","No, no difficulty","Male","west tanna",2,"35-39",307
"2228","No, no difficulty","Male","west tanna",2,"40-44",287
"2229","No, no difficulty","Male","west tanna",2,"45-49",267
"2230","No, no difficulty","Male","west tanna",2,"50-54",183
"2231","No, no difficulty","Male","west tanna",2,"55-60",175
"2232","No, no difficulty","Male","west tanna",2,"60-64",104
"2233","No, no difficulty","Male","west tanna",2,"65-69",83
"2234","No, no difficulty","Male","west tanna",2,"70-74",63
"2235","Yes, some difficulty","Male","west tanna",2,"75-79",39
"2236","Yes, lots of difficulty","Male","west tanna",2,"80+",38
"2237",NA,"Female","whitesands",2," 0-4",620
"2238","Yes, some difficulty","Female","whitesands",2," 5-9",535
"2239","No, no difficulty","Female","whitesands",2,"10-14",523
"2240","No, no difficulty","Female","whitesands",2,"15-19",387
"2241","No, no difficulty","Female","whitesands",2,"20-24",340
"2242","No, no difficulty","Female","whitesands",2,"25-29",318
"2243","Yes, some difficulty","Female","whitesands",2,"30-34",226
"2244","No, no difficulty","Female","whitesands",2,"35-39",202
"2245","No, no difficulty","Female","whitesands",2,"40-44",191
"2246","No, no difficulty","Female","whitesands",2,"45-49",147
"2247","No, no difficulty","Female","whitesands",2,"50-54",108
"2248","No, no difficulty","Female","whitesands",2,"55-60",118
"2249","Yes, lots of difficulty","Female","whitesands",2,"60-64",103
"2250","No, no difficulty","Female","whitesands",2,"65-69",77
"2251","Yes, some difficulty","Female","whitesands",2,"70-74",63
"2252","Yes, some difficulty","Female","whitesands",2,"75-79",34
"2253","Yes, lots of difficulty","Female","whitesands",2,"80+",41
"2254",NA,"Male","whitesands",2," 0-4",578
"2255","No, no difficulty","Male","whitesands",2," 5-9",650
"2256","No, no difficulty","Male","whitesands",2,"10-14",510
"2257","No, no difficulty","Male","whitesands",2,"15-19",420
"2258","No, no difficulty","Male","whitesands",2,"20-24",293
"2259","No, no difficulty","Male","whitesands",2,"25-29",262
"2260","No, no difficulty","Male","whitesands",2,"30-34",215
"2261","No, no difficulty","Male","whitesands",2,"35-39",166
"2262","No, no difficulty","Male","whitesands",2,"40-44",182
"2263","No, no difficulty","Male","whitesands",2,"45-49",141
"2264","Yes, some difficulty","Male","whitesands",2,"50-54",95
"2265","No, no difficulty","Male","whitesands",2,"55-60",98
"2266","No, no difficulty","Male","whitesands",2,"60-64",90
"2267","No, no difficulty","Male","whitesands",2,"65-69",68
"2268","No, no difficulty","Male","whitesands",2,"70-74",41
"2269","No, no difficulty","Male","whitesands",2,"75-79",32
"2270","No, no difficulty","Male","whitesands",2,"80+",33
